교통수단별,기준연월,목적,성별,연령,인원수
기타공항,2023-08-31,공용,남성,20세 이하,38
기타항구,2023-08-31,공용,남성,20세 이하,0
김포,2023-08-31,공용,남성,20세 이하,10
김해,2023-08-31,공용,남성,20세 이하,22
부산,2023-08-31,공용,남성,20세 이하,1
인천공항,2023-08-31,공용,남성,20세 이하,445
기타공항,2023-08-31,관광,남성,20세 이하,1049
기타항구,2023-08-31,관광,남성,20세 이하,891
김포,2023-08-31,관광,남성,20세 이하,4648
김해,2023-08-31,관광,남성,20세 이하,5018
부산,2023-08-31,관광,남성,20세 이하,1809
인천,2023-08-31,관광,남성,20세 이하,51
인천공항,2023-08-31,관광,남성,20세 이하,43449
제주공항,2023-08-31,관광,남성,20세 이하,5878
제주항,2023-08-31,관광,남성,20세 이하,7
기타공항,2023-08-31,기타,남성,20세 이하,8
기타항구,2023-08-31,기타,남성,20세 이하,36
김포,2023-08-31,기타,남성,20세 이하,143
김해,2023-08-31,기타,남성,20세 이하,177
부산,2023-08-31,기타,남성,20세 이하,5
인천공항,2023-08-31,기타,남성,20세 이하,2973
제주공항,2023-08-31,기타,남성,20세 이하,28
김해,2023-08-31,상용,남성,20세 이하,1
인천공항,2023-08-31,상용,남성,20세 이하,29
기타공항,2023-08-31,유학연수,남성,20세 이하,62
기타항구,2023-08-31,유학연수,남성,20세 이하,4
김포,2023-08-31,유학연수,남성,20세 이하,160
김해,2023-08-31,유학연수,남성,20세 이하,392
부산,2023-08-31,유학연수,남성,20세 이하,6
인천,2023-08-31,유학연수,남성,20세 이하,4
인천공항,2023-08-31,유학연수,남성,20세 이하,4109
제주공항,2023-08-31,유학연수,남성,20세 이하,20
기타공항,2023-08-31,공용,남성,21~30세,5
기타항구,2023-08-31,공용,남성,21~30세,0
김포,2023-08-31,공용,남성,21~30세,3
김해,2023-08-31,공용,남성,21~30세,6
부산,2023-08-31,공용,남성,21~30세,2
인천공항,2023-08-31,공용,남성,21~30세,176
제주공항,2023-08-31,공용,남성,21~30세,1
기타공항,2023-08-31,관광,남성,21~30세,537
기타항구,2023-08-31,관광,남성,21~30세,220
김포,2023-08-31,관광,남성,21~30세,4432
김해,2023-08-31,관광,남성,21~30세,4417
부산,2023-08-31,관광,남성,21~30세,959
인천,2023-08-31,관광,남성,21~30세,38
인천공항,2023-08-31,관광,남성,21~30세,46073
제주공항,2023-08-31,관광,남성,21~30세,4971
제주항,2023-08-31,관광,남성,21~30세,8
기타공항,2023-08-31,기타,남성,21~30세,86
기타항구,2023-08-31,기타,남성,21~30세,49
김포,2023-08-31,기타,남성,21~30세,275
김해,2023-08-31,기타,남성,21~30세,870
부산,2023-08-31,기타,남성,21~30세,11
인천,2023-08-31,기타,남성,21~30세,1
인천공항,2023-08-31,기타,남성,21~30세,13568
제주공항,2023-08-31,기타,남성,21~30세,78
기타공항,2023-08-31,상용,남성,21~30세,10
기타항구,2023-08-31,상용,남성,21~30세,3
김포,2023-08-31,상용,남성,21~30세,47
김해,2023-08-31,상용,남성,21~30세,50
부산,2023-08-31,상용,남성,21~30세,1
인천공항,2023-08-31,상용,남성,21~30세,1076
기타공항,2023-08-31,유학연수,남성,21~30세,265
기타항구,2023-08-31,유학연수,남성,21~30세,2
김포,2023-08-31,유학연수,남성,21~30세,788
김해,2023-08-31,유학연수,남성,21~30세,1072
부산,2023-08-31,유학연수,남성,21~30세,17
인천,2023-08-31,유학연수,남성,21~30세,13
인천공항,2023-08-31,유학연수,남성,21~30세,16422
제주공항,2023-08-31,유학연수,남성,21~30세,92
기타공항,2023-08-31,공용,남성,31~40세,14
기타항구,2023-08-31,공용,남성,31~40세,1
김포,2023-08-31,공용,남성,31~40세,27
김해,2023-08-31,공용,남성,31~40세,31
인천공항,2023-08-31,공용,남성,31~40세,491
기타공항,2023-08-31,관광,남성,31~40세,567
기타항구,2023-08-31,관광,남성,31~40세,440
김포,2023-08-31,관광,남성,31~40세,5654
김해,2023-08-31,관광,남성,31~40세,4850
부산,2023-08-31,관광,남성,31~40세,802
인천,2023-08-31,관광,남성,31~40세,148
인천공항,2023-08-31,관광,남성,31~40세,45097
제주공항,2023-08-31,관광,남성,31~40세,5460
제주항,2023-08-31,관광,남성,31~40세,5
기타공항,2023-08-31,기타,남성,31~40세,129
기타항구,2023-08-31,기타,남성,31~40세,119
김포,2023-08-31,기타,남성,31~40세,534
김해,2023-08-31,기타,남성,31~40세,1625
부산,2023-08-31,기타,남성,31~40세,16
인천,2023-08-31,기타,남성,31~40세,4
인천공항,2023-08-31,기타,남성,31~40세,16059
제주공항,2023-08-31,기타,남성,31~40세,130
기타공항,2023-08-31,상용,남성,31~40세,32
기타항구,2023-08-31,상용,남성,31~40세,4
김포,2023-08-31,상용,남성,31~40세,233
김해,2023-08-31,상용,남성,31~40세,192
부산,2023-08-31,상용,남성,31~40세,9
인천,2023-08-31,상용,남성,31~40세,1
인천공항,2023-08-31,상용,남성,31~40세,2436
제주공항,2023-08-31,상용,남성,31~40세,27
기타공항,2023-08-31,유학연수,남성,31~40세,28
김포,2023-08-31,유학연수,남성,31~40세,50
김해,2023-08-31,유학연수,남성,31~40세,137
부산,2023-08-31,유학연수,남성,31~40세,5
인천,2023-08-31,유학연수,남성,31~40세,5
인천공항,2023-08-31,유학연수,남성,31~40세,1620
제주공항,2023-08-31,유학연수,남성,31~40세,12
기타공항,2023-08-31,공용,남성,41~50세,13
기타항구,2023-08-31,공용,남성,41~50세,0
김포,2023-08-31,공용,남성,41~50세,37
김해,2023-08-31,공용,남성,41~50세,46
부산,2023-08-31,공용,남성,41~50세,3
인천공항,2023-08-31,공용,남성,41~50세,686
기타공항,2023-08-31,관광,남성,41~50세,692
기타항구,2023-08-31,관광,남성,41~50세,704
김포,2023-08-31,관광,남성,41~50세,6869
김해,2023-08-31,관광,남성,41~50세,5306
부산,2023-08-31,관광,남성,41~50세,1117
인천,2023-08-31,관광,남성,41~50세,203
인천공항,2023-08-31,관광,남성,41~50세,40166
제주공항,2023-08-31,관광,남성,41~50세,3354
제주항,2023-08-31,관광,남성,41~50세,8
기타공항,2023-08-31,기타,남성,41~50세,98
기타항구,2023-08-31,기타,남성,41~50세,79
김포,2023-08-31,기타,남성,41~50세,416
김해,2023-08-31,기타,남성,41~50세,618
부산,2023-08-31,기타,남성,41~50세,14
인천,2023-08-31,기타,남성,41~50세,14
인천공항,2023-08-31,기타,남성,41~50세,7962
제주공항,2023-08-31,기타,남성,41~50세,87
기타공항,2023-08-31,상용,남성,41~50세,29
기타항구,2023-08-31,상용,남성,41~50세,1
김포,2023-08-31,상용,남성,41~50세,277
김해,2023-08-31,상용,남성,41~50세,189
부산,2023-08-31,상용,남성,41~50세,6
인천,2023-08-31,상용,남성,41~50세,1
인천공항,2023-08-31,상용,남성,41~50세,2080
제주공항,2023-08-31,상용,남성,41~50세,20
기타공항,2023-08-31,유학연수,남성,41~50세,7
김포,2023-08-31,유학연수,남성,41~50세,13
김해,2023-08-31,유학연수,남성,41~50세,25
부산,2023-08-31,유학연수,남성,41~50세,1
인천공항,2023-08-31,유학연수,남성,41~50세,215
기타공항,2023-08-31,공용,남성,51~60세,10
기타항구,2023-08-31,공용,남성,51~60세,0
김포,2023-08-31,공용,남성,51~60세,32
김해,2023-08-31,공용,남성,51~60세,36
인천공항,2023-08-31,공용,남성,51~60세,640
제주공항,2023-08-31,공용,남성,51~60세,2
기타공항,2023-08-31,관광,남성,51~60세,474
기타항구,2023-08-31,관광,남성,51~60세,573
김포,2023-08-31,관광,남성,51~60세,5724
김해,2023-08-31,관광,남성,51~60세,3969
부산,2023-08-31,관광,남성,51~60세,1280
인천,2023-08-31,관광,남성,51~60세,247
인천공항,2023-08-31,관광,남성,51~60세,29737
제주공항,2023-08-31,관광,남성,51~60세,2014
제주항,2023-08-31,관광,남성,51~60세,9
기타공항,2023-08-31,기타,남성,51~60세,124
기타항구,2023-08-31,기타,남성,51~60세,38
김포,2023-08-31,기타,남성,51~60세,360
김해,2023-08-31,기타,남성,51~60세,359
부산,2023-08-31,기타,남성,51~60세,16
인천,2023-08-31,기타,남성,51~60세,9
인천공항,2023-08-31,기타,남성,51~60세,6678
제주공항,2023-08-31,기타,남성,51~60세,25
기타공항,2023-08-31,상용,남성,51~60세,25
기타항구,2023-08-31,상용,남성,51~60세,3
김포,2023-08-31,상용,남성,51~60세,303
김해,2023-08-31,상용,남성,51~60세,124
부산,2023-08-31,상용,남성,51~60세,7
인천공항,2023-08-31,상용,남성,51~60세,1080
제주공항,2023-08-31,상용,남성,51~60세,16
김포,2023-08-31,유학연수,남성,51~60세,1
김해,2023-08-31,유학연수,남성,51~60세,4
인천공항,2023-08-31,유학연수,남성,51~60세,14
기타공항,2023-08-31,공용,남성,61세이상,4
기타항구,2023-08-31,공용,남성,61세이상,0
김포,2023-08-31,공용,남성,61세이상,10
김해,2023-08-31,공용,남성,61세이상,5
인천공항,2023-08-31,공용,남성,61세이상,193
기타공항,2023-08-31,관광,남성,61세이상,274
기타항구,2023-08-31,관광,남성,61세이상,976
김포,2023-08-31,관광,남성,61세이상,2959
김해,2023-08-31,관광,남성,61세이상,3087
부산,2023-08-31,관광,남성,61세이상,4517
인천,2023-08-31,관광,남성,61세이상,141
인천공항,2023-08-31,관광,남성,61세이상,16455
제주공항,2023-08-31,관광,남성,61세이상,1529
제주항,2023-08-31,관광,남성,61세이상,97
기타공항,2023-08-31,기타,남성,61세이상,94
기타항구,2023-08-31,기타,남성,61세이상,37
김포,2023-08-31,기타,남성,61세이상,224
김해,2023-08-31,기타,남성,61세이상,201
부산,2023-08-31,기타,남성,61세이상,13
인천,2023-08-31,기타,남성,61세이상,12
인천공항,2023-08-31,기타,남성,61세이상,5350
제주공항,2023-08-31,기타,남성,61세이상,41
기타공항,2023-08-31,상용,남성,61세이상,6
기타항구,2023-08-31,상용,남성,61세이상,0
김포,2023-08-31,상용,남성,61세이상,60
김해,2023-08-31,상용,남성,61세이상,51
부산,2023-08-31,상용,남성,61세이상,2
인천공항,2023-08-31,상용,남성,61세이상,261
제주공항,2023-08-31,상용,남성,61세이상,3
김해,2023-08-31,유학연수,남성,61세이상,1
인천공항,2023-08-31,유학연수,남성,61세이상,2
기타공항,2023-08-31,공용,여성,20세 이하,32
기타항구,2023-08-31,공용,여성,20세 이하,0
김포,2023-08-31,공용,여성,20세 이하,4
김해,2023-08-31,공용,여성,20세 이하,18
부산,2023-08-31,공용,여성,20세 이하,1
인천공항,2023-08-31,공용,여성,20세 이하,422
기타공항,2023-08-31,관광,여성,20세 이하,1205
기타항구,2023-08-31,관광,여성,20세 이하,839
김포,2023-08-31,관광,여성,20세 이하,9853
김해,2023-08-31,관광,여성,20세 이하,6915
부산,2023-08-31,관광,여성,20세 이하,1962
인천,2023-08-31,관광,여성,20세 이하,65
인천공항,2023-08-31,관광,여성,20세 이하,71749
제주공항,2023-08-31,관광,여성,20세 이하,8139
제주항,2023-08-31,관광,여성,20세 이하,5
기타공항,2023-08-31,기타,여성,20세 이하,13
기타항구,2023-08-31,기타,여성,20세 이하,46
김포,2023-08-31,기타,여성,20세 이하,170
김해,2023-08-31,기타,여성,20세 이하,158
부산,2023-08-31,기타,여성,20세 이하,1
인천공항,2023-08-31,기타,여성,20세 이하,2645
제주공항,2023-08-31,기타,여성,20세 이하,16
김포,2023-08-31,상용,여성,20세 이하,1
김해,2023-08-31,상용,여성,20세 이하,1
인천공항,2023-08-31,상용,여성,20세 이하,8
기타공항,2023-08-31,유학연수,여성,20세 이하,121
기타항구,2023-08-31,유학연수,여성,20세 이하,5
김포,2023-08-31,유학연수,여성,20세 이하,576
김해,2023-08-31,유학연수,여성,20세 이하,778
부산,2023-08-31,유학연수,여성,20세 이하,21
인천공항,2023-08-31,유학연수,여성,20세 이하,8036
제주공항,2023-08-31,유학연수,여성,20세 이하,50
기타공항,2023-08-31,공용,여성,21~30세,9
기타항구,2023-08-31,공용,여성,21~30세,0
김포,2023-08-31,공용,여성,21~30세,7
김해,2023-08-31,공용,여성,21~30세,15
인천공항,2023-08-31,공용,여성,21~30세,264
기타공항,2023-08-31,관광,여성,21~30세,1044
기타항구,2023-08-31,관광,여성,21~30세,165
김포,2023-08-31,관광,여성,21~30세,12878
김해,2023-08-31,관광,여성,21~30세,7417
부산,2023-08-31,관광,여성,21~30세,1095
인천,2023-08-31,관광,여성,21~30세,30
인천공항,2023-08-31,관광,여성,21~30세,110692
제주공항,2023-08-31,관광,여성,21~30세,15478
제주항,2023-08-31,관광,여성,21~30세,9
기타공항,2023-08-31,기타,여성,21~30세,75
기타항구,2023-08-31,기타,여성,21~30세,14
김포,2023-08-31,기타,여성,21~30세,377
김해,2023-08-31,기타,여성,21~30세,451
부산,2023-08-31,기타,여성,21~30세,23
인천공항,2023-08-31,기타,여성,21~30세,7360
제주공항,2023-08-31,기타,여성,21~30세,78
기타공항,2023-08-31,상용,여성,21~30세,1
김포,2023-08-31,상용,여성,21~30세,25
김해,2023-08-31,상용,여성,21~30세,12
부산,2023-08-31,상용,여성,21~30세,1
인천공항,2023-08-31,상용,여성,21~30세,249
제주공항,2023-08-31,상용,여성,21~30세,1
기타공항,2023-08-31,유학연수,여성,21~30세,329
기타항구,2023-08-31,유학연수,여성,21~30세,9
김포,2023-08-31,유학연수,여성,21~30세,1940
김해,2023-08-31,유학연수,여성,21~30세,1704
부산,2023-08-31,유학연수,여성,21~30세,34
인천,2023-08-31,유학연수,여성,21~30세,9
인천공항,2023-08-31,유학연수,여성,21~30세,28427
제주공항,2023-08-31,유학연수,여성,21~30세,135
기타공항,2023-08-31,공용,여성,31~40세,21
기타항구,2023-08-31,공용,여성,31~40세,0
김포,2023-08-31,공용,여성,31~40세,14
김해,2023-08-31,공용,여성,31~40세,30
인천공항,2023-08-31,공용,여성,31~40세,523
기타공항,2023-08-31,관광,여성,31~40세,881
기타항구,2023-08-31,관광,여성,31~40세,412
김포,2023-08-31,관광,여성,31~40세,9078
김해,2023-08-31,관광,여성,31~40세,5788
부산,2023-08-31,관광,여성,31~40세,956
인천,2023-08-31,관광,여성,31~40세,81
인천공항,2023-08-31,관광,여성,31~40세,66373
제주공항,2023-08-31,관광,여성,31~40세,10535
제주항,2023-08-31,관광,여성,31~40세,13
기타공항,2023-08-31,기타,여성,31~40세,90
기타항구,2023-08-31,기타,여성,31~40세,27
김포,2023-08-31,기타,여성,31~40세,454
김해,2023-08-31,기타,여성,31~40세,453
부산,2023-08-31,기타,여성,31~40세,16
인천,2023-08-31,기타,여성,31~40세,4
인천공항,2023-08-31,기타,여성,31~40세,7921
제주공항,2023-08-31,기타,여성,31~40세,169
기타공항,2023-08-31,상용,여성,31~40세,7
기타항구,2023-08-31,상용,여성,31~40세,1
김포,2023-08-31,상용,여성,31~40세,64
김해,2023-08-31,상용,여성,31~40세,30
인천공항,2023-08-31,상용,여성,31~40세,542
제주공항,2023-08-31,상용,여성,31~40세,8
기타공항,2023-08-31,유학연수,여성,31~40세,47
기타항구,2023-08-31,유학연수,여성,31~40세,1
김포,2023-08-31,유학연수,여성,31~40세,128
김해,2023-08-31,유학연수,여성,31~40세,200
부산,2023-08-31,유학연수,여성,31~40세,7
인천,2023-08-31,유학연수,여성,31~40세,2
인천공항,2023-08-31,유학연수,여성,31~40세,2109
제주공항,2023-08-31,유학연수,여성,31~40세,19
기타공항,2023-08-31,공용,여성,41~50세,14
기타항구,2023-08-31,공용,여성,41~50세,0
김포,2023-08-31,공용,여성,41~50세,23
김해,2023-08-31,공용,여성,41~50세,20
부산,2023-08-31,공용,여성,41~50세,1
인천공항,2023-08-31,공용,여성,41~50세,529
제주공항,2023-08-31,공용,여성,41~50세,3
기타공항,2023-08-31,관광,여성,41~50세,1264
기타항구,2023-08-31,관광,여성,41~50세,749
김포,2023-08-31,관광,여성,41~50세,8948
김해,2023-08-31,관광,여성,41~50세,6982
부산,2023-08-31,관광,여성,41~50세,1609
인천,2023-08-31,관광,여성,41~50세,136
인천공항,2023-08-31,관광,여성,41~50세,56706
제주공항,2023-08-31,관광,여성,41~50세,5306
제주항,2023-08-31,관광,여성,41~50세,10
기타공항,2023-08-31,기타,여성,41~50세,70
기타항구,2023-08-31,기타,여성,41~50세,40
김포,2023-08-31,기타,여성,41~50세,301
김해,2023-08-31,기타,여성,41~50세,268
부산,2023-08-31,기타,여성,41~50세,14
인천,2023-08-31,기타,여성,41~50세,4
인천공항,2023-08-31,기타,여성,41~50세,5016
제주공항,2023-08-31,기타,여성,41~50세,165
기타공항,2023-08-31,상용,여성,41~50세,5
기타항구,2023-08-31,상용,여성,41~50세,3
김포,2023-08-31,상용,여성,41~50세,40
김해,2023-08-31,상용,여성,41~50세,21
인천공항,2023-08-31,상용,여성,41~50세,358
제주공항,2023-08-31,상용,여성,41~50세,4
기타공항,2023-08-31,유학연수,여성,41~50세,6
김포,2023-08-31,유학연수,여성,41~50세,25
김해,2023-08-31,유학연수,여성,41~50세,27
인천공항,2023-08-31,유학연수,여성,41~50세,259
제주공항,2023-08-31,유학연수,여성,41~50세,4
기타공항,2023-08-31,공용,여성,51~60세,5
기타항구,2023-08-31,공용,여성,51~60세,0
김포,2023-08-31,공용,여성,51~60세,13
김해,2023-08-31,공용,여성,51~60세,13
부산,2023-08-31,공용,여성,51~60세,1
인천공항,2023-08-31,공용,여성,51~60세,296
제주공항,2023-08-31,공용,여성,51~60세,1
기타공항,2023-08-31,관광,여성,51~60세,691
기타항구,2023-08-31,관광,여성,51~60세,771
김포,2023-08-31,관광,여성,51~60세,6796
김해,2023-08-31,관광,여성,51~60세,4971
부산,2023-08-31,관광,여성,51~60세,1864
인천,2023-08-31,관광,여성,51~60세,217
인천공항,2023-08-31,관광,여성,51~60세,38997
제주공항,2023-08-31,관광,여성,51~60세,3375
제주항,2023-08-31,관광,여성,51~60세,24
기타공항,2023-08-31,기타,여성,51~60세,112
기타항구,2023-08-31,기타,여성,51~60세,23
김포,2023-08-31,기타,여성,51~60세,287
김해,2023-08-31,기타,여성,51~60세,280
부산,2023-08-31,기타,여성,51~60세,13
인천,2023-08-31,기타,여성,51~60세,11
인천공항,2023-08-31,기타,여성,51~60세,5640
제주공항,2023-08-31,기타,여성,51~60세,39
김포,2023-08-31,상용,여성,51~60세,12
김해,2023-08-31,상용,여성,51~60세,6
인천공항,2023-08-31,상용,여성,51~60세,141
제주공항,2023-08-31,상용,여성,51~60세,3
김포,2023-08-31,유학연수,여성,51~60세,1
김해,2023-08-31,유학연수,여성,51~60세,3
부산,2023-08-31,유학연수,여성,51~60세,1
인천공항,2023-08-31,유학연수,여성,51~60세,17
제주공항,2023-08-31,유학연수,여성,51~60세,0
기타공항,2023-08-31,공용,여성,61세이상,1
김포,2023-08-31,공용,여성,61세이상,2
김해,2023-08-31,공용,여성,61세이상,4
인천공항,2023-08-31,공용,여성,61세이상,78
기타공항,2023-08-31,관광,여성,61세이상,439
기타항구,2023-08-31,관광,여성,61세이상,1027
김포,2023-08-31,관광,여성,61세이상,3116
김해,2023-08-31,관광,여성,61세이상,3361
부산,2023-08-31,관광,여성,61세이상,5780
인천,2023-08-31,관광,여성,61세이상,144
인천공항,2023-08-31,관광,여성,61세이상,19969
제주공항,2023-08-31,관광,여성,61세이상,2474
제주항,2023-08-31,관광,여성,61세이상,116
기타공항,2023-08-31,기타,여성,61세이상,118
기타항구,2023-08-31,기타,여성,61세이상,52
김포,2023-08-31,기타,여성,61세이상,275
김해,2023-08-31,기타,여성,61세이상,259
부산,2023-08-31,기타,여성,61세이상,25
인천,2023-08-31,기타,여성,61세이상,7
인천공항,2023-08-31,기타,여성,61세이상,6306
제주공항,2023-08-31,기타,여성,61세이상,50
김포,2023-08-31,상용,여성,61세이상,4
김해,2023-08-31,상용,여성,61세이상,1
인천공항,2023-08-31,상용,여성,61세이상,25
제주공항,2023-08-31,상용,여성,61세이상,1
김포,2023-08-31,유학연수,여성,61세이상,1
김해,2023-08-31,유학연수,여성,61세이상,1
인천공항,2023-08-31,유학연수,여성,61세이상,3
기타공항,2023-09-30,공용,남성,20세 이하,17
김포,2023-09-30,공용,남성,20세 이하,1
김해,2023-09-30,공용,남성,20세 이하,36
부산,2023-09-30,공용,남성,20세 이하,2
인천공항,2023-09-30,공용,남성,20세 이하,337
기타공항,2023-09-30,관광,남성,20세 이하,504
기타항구,2023-09-30,관광,남성,20세 이하,217
김포,2023-09-30,관광,남성,20세 이하,1867
김해,2023-09-30,관광,남성,20세 이하,2069
부산,2023-09-30,관광,남성,20세 이하,451
인천,2023-09-30,관광,남성,20세 이하,60
인천공항,2023-09-30,관광,남성,20세 이하,21259
제주공항,2023-09-30,관광,남성,20세 이하,2047
제주항,2023-09-30,관광,남성,20세 이하,177
기타공항,2023-09-30,기타,남성,20세 이하,7
기타항구,2023-09-30,기타,남성,20세 이하,29
김포,2023-09-30,기타,남성,20세 이하,54
김해,2023-09-30,기타,남성,20세 이하,74
부산,2023-09-30,기타,남성,20세 이하,3
인천공항,2023-09-30,기타,남성,20세 이하,1304
제주공항,2023-09-30,기타,남성,20세 이하,17
인천공항,2023-09-30,상용,남성,20세 이하,40
기타공항,2023-09-30,유학연수,남성,20세 이하,37
기타항구,2023-09-30,유학연수,남성,20세 이하,2
김포,2023-09-30,유학연수,남성,20세 이하,45
김해,2023-09-30,유학연수,남성,20세 이하,394
부산,2023-09-30,유학연수,남성,20세 이하,1
인천,2023-09-30,유학연수,남성,20세 이하,1
인천공항,2023-09-30,유학연수,남성,20세 이하,2788
제주공항,2023-09-30,유학연수,남성,20세 이하,7
기타공항,2023-09-30,공용,남성,21~30세,5
기타항구,2023-09-30,공용,남성,21~30세,0
김포,2023-09-30,공용,남성,21~30세,12
김해,2023-09-30,공용,남성,21~30세,31
부산,2023-09-30,공용,남성,21~30세,1
인천공항,2023-09-30,공용,남성,21~30세,231
기타공항,2023-09-30,관광,남성,21~30세,795
기타항구,2023-09-30,관광,남성,21~30세,327
김포,2023-09-30,관광,남성,21~30세,4945
김해,2023-09-30,관광,남성,21~30세,5154
부산,2023-09-30,관광,남성,21~30세,770
인천,2023-09-30,관광,남성,21~30세,129
인천공항,2023-09-30,관광,남성,21~30세,56215
제주공항,2023-09-30,관광,남성,21~30세,6579
제주항,2023-09-30,관광,남성,21~30세,124
기타공항,2023-09-30,기타,남성,21~30세,33
기타항구,2023-09-30,기타,남성,21~30세,39
김포,2023-09-30,기타,남성,21~30세,223
김해,2023-09-30,기타,남성,21~30세,469
부산,2023-09-30,기타,남성,21~30세,3
인천,2023-09-30,기타,남성,21~30세,1
인천공항,2023-09-30,기타,남성,21~30세,8809
제주공항,2023-09-30,기타,남성,21~30세,56
기타공항,2023-09-30,상용,남성,21~30세,13
기타항구,2023-09-30,상용,남성,21~30세,1
김포,2023-09-30,상용,남성,21~30세,34
김해,2023-09-30,상용,남성,21~30세,38
인천공항,2023-09-30,상용,남성,21~30세,1008
제주공항,2023-09-30,상용,남성,21~30세,8
기타공항,2023-09-30,유학연수,남성,21~30세,128
기타항구,2023-09-30,유학연수,남성,21~30세,4
김포,2023-09-30,유학연수,남성,21~30세,341
김해,2023-09-30,유학연수,남성,21~30세,612
부산,2023-09-30,유학연수,남성,21~30세,3
인천,2023-09-30,유학연수,남성,21~30세,5
인천공항,2023-09-30,유학연수,남성,21~30세,7398
제주공항,2023-09-30,유학연수,남성,21~30세,38
기타공항,2023-09-30,공용,남성,31~40세,19
기타항구,2023-09-30,공용,남성,31~40세,0
김포,2023-09-30,공용,남성,31~40세,38
김해,2023-09-30,공용,남성,31~40세,105
부산,2023-09-30,공용,남성,31~40세,5
인천공항,2023-09-30,공용,남성,31~40세,773
제주공항,2023-09-30,공용,남성,31~40세,1
기타공항,2023-09-30,관광,남성,31~40세,900
기타항구,2023-09-30,관광,남성,31~40세,509
김포,2023-09-30,관광,남성,31~40세,6980
김해,2023-09-30,관광,남성,31~40세,6554
부산,2023-09-30,관광,남성,31~40세,740
인천,2023-09-30,관광,남성,31~40세,369
인천공항,2023-09-30,관광,남성,31~40세,62052
제주공항,2023-09-30,관광,남성,31~40세,5767
제주항,2023-09-30,관광,남성,31~40세,290
기타공항,2023-09-30,기타,남성,31~40세,74
기타항구,2023-09-30,기타,남성,31~40세,99
김포,2023-09-30,기타,남성,31~40세,384
김해,2023-09-30,기타,남성,31~40세,916
부산,2023-09-30,기타,남성,31~40세,16
인천,2023-09-30,기타,남성,31~40세,11
인천공항,2023-09-30,기타,남성,31~40세,11243
제주공항,2023-09-30,기타,남성,31~40세,98
제주항,2023-09-30,기타,남성,31~40세,1
기타공항,2023-09-30,상용,남성,31~40세,18
기타항구,2023-09-30,상용,남성,31~40세,11
김포,2023-09-30,상용,남성,31~40세,197
김해,2023-09-30,상용,남성,31~40세,168
부산,2023-09-30,상용,남성,31~40세,5
인천공항,2023-09-30,상용,남성,31~40세,2387
제주공항,2023-09-30,상용,남성,31~40세,29
기타공항,2023-09-30,유학연수,남성,31~40세,15
기타항구,2023-09-30,유학연수,남성,31~40세,2
김포,2023-09-30,유학연수,남성,31~40세,56
김해,2023-09-30,유학연수,남성,31~40세,132
부산,2023-09-30,유학연수,남성,31~40세,2
인천,2023-09-30,유학연수,남성,31~40세,6
인천공항,2023-09-30,유학연수,남성,31~40세,1248
제주공항,2023-09-30,유학연수,남성,31~40세,12
기타공항,2023-09-30,공용,남성,41~50세,9
기타항구,2023-09-30,공용,남성,41~50세,1
김포,2023-09-30,공용,남성,41~50세,50
김해,2023-09-30,공용,남성,41~50세,97
부산,2023-09-30,공용,남성,41~50세,1
인천공항,2023-09-30,공용,남성,41~50세,991
제주공항,2023-09-30,공용,남성,41~50세,1
기타공항,2023-09-30,관광,남성,41~50세,715
기타항구,2023-09-30,관광,남성,41~50세,574
김포,2023-09-30,관광,남성,41~50세,6560
김해,2023-09-30,관광,남성,41~50세,5565
부산,2023-09-30,관광,남성,41~50세,825
인천,2023-09-30,관광,남성,41~50세,625
인천공항,2023-09-30,관광,남성,41~50세,40116
제주공항,2023-09-30,관광,남성,41~50세,2484
제주항,2023-09-30,관광,남성,41~50세,221
기타공항,2023-09-30,기타,남성,41~50세,51
기타항구,2023-09-30,기타,남성,41~50세,47
김포,2023-09-30,기타,남성,41~50세,354
김해,2023-09-30,기타,남성,41~50세,465
부산,2023-09-30,기타,남성,41~50세,3
인천,2023-09-30,기타,남성,41~50세,15
인천공항,2023-09-30,기타,남성,41~50세,6245
제주공항,2023-09-30,기타,남성,41~50세,80
기타공항,2023-09-30,상용,남성,41~50세,18
기타항구,2023-09-30,상용,남성,41~50세,10
김포,2023-09-30,상용,남성,41~50세,246
김해,2023-09-30,상용,남성,41~50세,193
부산,2023-09-30,상용,남성,41~50세,5
인천,2023-09-30,상용,남성,41~50세,3
인천공항,2023-09-30,상용,남성,41~50세,1998
제주공항,2023-09-30,상용,남성,41~50세,29
기타공항,2023-09-30,유학연수,남성,41~50세,9
김포,2023-09-30,유학연수,남성,41~50세,23
김해,2023-09-30,유학연수,남성,41~50세,38
인천공항,2023-09-30,유학연수,남성,41~50세,260
제주공항,2023-09-30,유학연수,남성,41~50세,3
기타공항,2023-09-30,공용,남성,51~60세,11
기타항구,2023-09-30,공용,남성,51~60세,0
김포,2023-09-30,공용,남성,51~60세,47
김해,2023-09-30,공용,남성,51~60세,74
부산,2023-09-30,공용,남성,51~60세,1
인천공항,2023-09-30,공용,남성,51~60세,838
제주공항,2023-09-30,공용,남성,51~60세,3
기타공항,2023-09-30,관광,남성,51~60세,601
기타항구,2023-09-30,관광,남성,51~60세,833
김포,2023-09-30,관광,남성,51~60세,5538
김해,2023-09-30,관광,남성,51~60세,5060
부산,2023-09-30,관광,남성,51~60세,1311
인천,2023-09-30,관광,남성,51~60세,897
인천공항,2023-09-30,관광,남성,51~60세,32569
